lin_x,lin_y,lin_z,ang_x,ang_y,ang_z
0.0307882305004,-0.0017203200456,0.0185676245259,0.0,0.0,-0.000906945646033
-0.0522773304498,0.0438246444853,0.0053405230359,0.0,0.0,0.090008891236
0.0321083941901,0.115067773912,0.0266785015078,0.0,0.0,0.0992259704554
-0.0281492679302,0.110373000644,0.105073725672,0.0,0.0,0.0766312551428
-0.0968359850489,0.203890619253,0.0549422956248,0.0,0.0,0.109126913326
-0.115678494505,0.191945028726,0.128482451058,0.0,0.0,0.03412441731
0.977978238167,-0.306705410807,-0.350457965323,0.0,0.0,-0.146302846272
-0.965188661516,0.631578778201,-0.044094497045,-0.0,-0.0,-0.0131284782367
-0.98886048133,0.659429298426,-0.135780009993,0.0,0.0,-0.0847792020677
-0.267870625997,0.222556870073,0.967810648931,-0.0,0.0,-0.77948975391
0.193501802383,0.271827863684,0.621294725119,-0.0,0.0,0.0158068087339
-0.847935473999,-0.571496670153,0.99218928004,0.0,-0.0,0.0527101414543
-0.929426820566,-0.645106952043,0.978682792123,0.0,0.0,0.0758330829704
-0.139698128171,-0.928612673513,0.750931642544,0.0,-0.0,0.732061152021
-0.215397684335,-0.939446167021,0.712417401131,0.0,-0.0,0.679473600511
-0.464229674113,0.654565677191,0.764774065039,-0.0,-0.0,-0.0813199061426
-0.553501950843,0.590073113977,0.694214192694,-0.0,0.0,-0.0799433776253
-0.625258749309,0.606446504719,0.660891297772,0.0,0.0,-0.0229789328786
-0.993103706371,-0.109521691655,0.667019528728,0.0,-0.0,-0.598440105989
-0.95788633124,-0.144822509981,0.609884103921,0.0,-0.0,0.0642603187535
-0.312891375888,0.397876952894,0.699205065832,-0.0,0.0,-0.0936107693081
-0.258593682242,0.396462112056,0.608177588837,-0.0,0.0,-0.135919654719
-0.938855114083,-0.899489866653,0.757824022742,0.0,-0.0,-0.220936535314
0.373943572426,-0.500834283026,0.676622877495,0.0,-0.0,0.591609666209
-0.980511968696,0.810735869797,-0.175198054117,-0.0,-0.0,0.993508577882
-0.947761673256,0.84417123998,-0.120867975774,-0.0,-0.0,1.07232004976
0.611187812579,0.439113422457,-0.728311627544,0.0,-0.0,0.110914997915
0.467243422262,-0.482601485348,0.318315995695,-0.0,0.0,-0.624771941628
-0.274118432956,-0.0448294924591,0.912531403767,0.0,0.0,0.038783453384
-0.177151624849,-0.0732477935133,0.918574018185,0.0,0.0,0.0806770073442
-0.212758790674,-0.154514318409,0.919048289408,0.0,0.0,0.00738847167377
-0.23402436423,-0.0771610129581,0.974135134246,0.0,0.0,-0.0489925347599
-0.169182726142,-0.00171852580336,0.896737407045,0.0,0.0,-0.0570205208729
-0.177077120722,-0.0230816908659,0.908585400757,0.0,0.0,-0.0392772928515
-0.249033931264,0.00873830142862,0.874811922564,0.0,0.0,-0.0734606307623
-0.319406236457,0.279525850706,-0.154385083821,-0.0,0.0,-0.450571957023
-0.939659404019,0.0478159593946,-0.960836811811,-0.0,-0.0,-0.0907080910001
0.865439368484,0.584241562169,-0.966636868073,0.0,0.0,-0.0633496313666
-0.469900207189,0.975423411351,0.028775434709,0.0,-0.0,0.0392213893832
-0.455672341895,0.946127417431,0.10286850929,0.0,0.0,0.00321288542296
-0.546649076406,0.94353933546,0.119346547569,0.0,0.0,0.0503982744424
-0.992678953151,-0.464234627897,-0.962930774109,0.0,-0.0,-0.744717666369
0.862020104569,-0.37259435903,0.300721627749,0.0,-0.0,-0.414207437969
0.203382106914,0.632073169528,0.379735370064,-0.0,0.0,0.56457533367
-0.815158672193,-0.998698841413,-0.179301801751,-0.0,-0.0,0.731010365382
-0.854770152721,-0.935116607512,-0.225664350411,0.0,0.0,0.737329579417
-0.245273094553,0.317270919532,0.549772657934,0.0,0.0,-0.864134124459
0.787623962232,0.552046492104,0.209148532607,-0.0,0.0,0.0691682835046
-0.689388113145,-0.844436644699,-0.351143282703,-0.0,0.0,0.703690308725
