lin_x,lin_y,lin_z,ang_x,ang_y,ang_z
0.487687013034,-0.553839771269,-0.492881196808,-0.0,0.0,-0.253563959241
0.580760846865,-0.497480726749,-0.487643174862,-0.0,0.0,-0.0663402310234
0.0236778764884,-0.728408667946,-0.565533092606,-0.0,0.0,0.828924861018
-0.0496296317609,-0.642662021401,-0.514689263646,-0.0,0.0,-0.0130580102494
-0.0706120152455,-0.572684381757,-0.531765411549,-0.0,0.0,-0.0355912606738
-0.00924159419722,-0.626075553493,-0.502140410886,0.0,0.0,0.0345334598457
0.00226130562227,-0.653973087355,-0.439874301314,0.0,0.0,0.0227373970557
-0.815768682213,0.669848173956,-0.321863288189,0.0,0.0,0.190118350212
-0.894136652008,0.700473701666,-0.344286812944,0.0,0.0,0.154651194015
0.962127704482,0.468146220743,-0.549813074579,0.0,0.0,0.14895315132
0.720309032555,0.851732972035,0.356260170465,-0.0,0.0,-0.390318975601
0.720635406647,0.753650267036,0.408101652024,0.0,0.0,-0.435047392583
0.274110508838,0.484572056881,0.625236663742,0.0,0.0,0.00395338955495
0.348889328698,0.586011848163,0.407386720766,-0.0,0.0,-0.0959734735512
-0.298796112069,0.0627021891672,0.559255836296,-0.0,-0.0,-0.596767340361
0.0179006651597,0.23622890028,0.631466058001,-0.0,0.0,-0.0386089389925
-0.360803726636,-0.835070641388,-0.450396274632,-0.0,0.0,0.221314176172
-0.803996609507,-0.147170894927,0.711006652133,-0.0,0.0,-0.470900758752
-0.799080152316,-0.0876855421958,0.775991795025,-0.0,0.0,-0.452940471883
0.539697375435,-0.985239972745,-0.0469142300191,0.0,-0.0,-0.0931914602683
-0.896942521952,0.0822701620487,-0.0465517968284,0.0,-0.0,-0.0402018772109
-0.928209213627,-0.0149293166968,-0.00501772709496,0.0,0.0,-0.0172559002773
-0.934940020626,-0.0515553644801,0.0385590664623,0.0,0.0,-0.0734695358756
0.0510371269484,-0.767067973034,-0.762819954738,-0.0,0.0,-0.0806506013979
0.532077093688,0.637329903683,-0.282539827663,0.0,-0.0,0.0461738785352
0.685362020156,0.634622698795,0.558557225698,-0.0,-0.0,0.0747172912849
0.796435648445,0.651568073255,0.0570193991659,-0.0,0.0,0.610048734915
0.820549145876,0.734128638282,0.0935950250486,0.0,0.0,0.0199920494855
0.980764167432,-0.411689924171,0.486308259473,-0.0,-0.0,-0.0107080905357
1.00533292404,-0.424713538794,0.426696797724,0.0,-0.0,0.00436672835333
0.986211408425,-0.483420897141,0.40429092938,0.0,-0.0,-0.0900523633776
-0.440881546277,-0.715837209635,-0.88860237776,-0.0,0.0,0.753323663351
-0.343083635404,0.108946414079,0.518573588377,0.0,-0.0,-0.41445739037
-0.312535302716,0.195508781891,0.546639470821,0.0,-0.0,-0.00118583460698
0.899660718992,-0.0208900024499,0.290270651815,0.0,-0.0,-0.450920421495
0.901274542875,0.0386663596882,0.240858298973,0.0,-0.0,-0.528923574509
0.889609754477,0.0869902863312,0.223414177728,0.0,0.0,-0.447920217705
-0.248599283969,-0.527408133409,-0.574242233668,-0.0,0.0,-0.0294652381666
-0.442171492277,0.8372373822,0.508995527304,0.0,-0.0,0.90006078851
-0.450654142376,0.43329136392,0.080439982483,-0.0,-0.0,-0.275039630922
-0.749362138118,-0.352804546612,0.575921223737,-0.0,-0.0,-0.351494975452
-0.788055134401,-0.268789901956,0.632280868015,-0.0,0.0,-0.346623780207
-0.749256515625,0.750024787451,-0.0369860533088,-0.0,0.0,0.702654070703
-0.796877599083,0.272984244928,-0.256601366303,0.0,0.0,0.0823036676702
0.274809392659,0.087736165936,0.893945252001,0.0,0.0,0.040814989385
0.359247714449,0.0755841001662,0.862017410476,0.0,0.0,0.0829210930163
0.620505522579,-0.814310367245,-0.287258787474,0.0,0.0,-0.979474770615
0.794971424179,-0.179365740904,0.626798613447,-0.0,0.0,-0.960526196985
-0.451888050861,-0.454592215375,0.196869223967,-0.0,-0.0,0.166895303498
-0.365567781098,-0.472413211042,0.196346826031,0.0,-0.0,0.159913600221
-0.241511093625,-0.468449414643,-0.0654946879991,0.0,-0.0,0.219730715086
0.9567370978,0.99077908196,0.596595800937,0.0,-0.0,0.0692303039972
0.677671214513,0.727452362216,0.557710696878,-0.0,-0.0,0.977518134053
0.720151294429,0.712717141657,0.614446324845,0.0,-0.0,1.06521867786
0.846330755806,-0.663682913487,-0.430985167377,-0.0,-0.0,0.0492683260241
0.2230268819,0.994359100473,-0.702708965731,0.0,-0.0,-0.505021663583
0.0346851289551,0.535701880536,-0.0109152232639,-0.0,-0.0,0.684940259815
-0.941217107276,0.457673320356,-0.540549903277,-0.0,-0.0,-0.0081912869707
-0.302848033631,-0.706996036944,-0.322916886258,0.0,0.0,-0.794064311793
-0.425624669585,-0.510518731048,-0.116354552734,0.0,-0.0,-0.454345592477
-0.349175199104,-0.485798832133,-0.0888017539109,0.0,-0.0,0.0997008216269
-0.284115362881,-0.455919005695,-0.134509838225,0.0,-0.0,0.161711657537
-0.217269433925,-0.46507640701,-0.0723173686166,0.0,-0.0,-0.0768828738976
-0.0597589208663,-0.317027527383,0.146245104755,-0.0,-0.0,-0.241312877873
-0.115502656745,-0.219528104268,0.177358358474,-0.0,-0.0,-0.288141206497
-0.457459646797,0.763369282557,-0.830586027036,0.0,-0.0,-0.852414406804
-0.484166561724,0.829523793851,-0.862946793287,0.0,0.0,0.0568815349511
-0.532143194296,0.923030372243,-0.856115229443,0.0,0.0,0.107891668192
-0.560837066519,1.01167838113,-0.884644411214,0.0,0.0,0.169122532632
0.201771669409,0.348327792189,0.468008648246,0.0,0.0,0.561430981046
0.274964490214,0.400677196084,0.423097192584,0.0,0.0,-0.0262029869083
-0.654700636104,0.49541046122,-0.133214298005,0.0,0.0,-0.123165595956
0.356779239478,0.364531396551,0.29436330131,-0.0,0.0,0.833177367568
0.388391982595,0.299925576429,0.297875543369,-0.0,0.0,-0.0883097003286
0.296288346963,0.22562570828,0.214908038942,0.0,0.0,-0.106548476316
-0.853719767841,-0.897590538282,-0.490485781854,0.0,0.0,0.0534939102251
-0.842224569306,-0.997116067901,-0.429595828623,0.0,0.0,-0.0849272698213
-0.871003939873,0.0368129346541,0.726827353759,-0.0,-0.0,0.83265558495
-0.866404146709,-0.0146283954087,0.68525112923,-0.0,0.0,0.0946524347389
-0.886748519826,-0.0271632346553,0.736759456252,-0.0,0.0,0.152614719698
-0.837338193214,-0.0179614754188,0.656628858588,0.0,0.0,0.138404065089
-0.835204135875,-0.109882350302,0.748529764825,0.0,0.0,0.0491403367488
-0.878557871396,-0.0787480950788,0.697557465451,0.0,0.0,0.0683851108741
-0.80686432001,-0.105752403791,0.599153808199,0.0,0.0,0.0836933201502
-0.712342381874,-0.122305415317,0.564954834435,0.0,0.0,0.00159460103038
-0.730098828003,-0.128511448726,0.601914603032,0.0,0.0,0.0673654978911
0.189565175427,-0.859766570624,-0.78218803862,0.0,-0.0,-0.835854210291
-0.629514809098,-0.311558375626,0.342273578626,0.0,0.0,0.0570563632459
0.392463658642,-0.0664099228519,0.87314702284,0.0,-0.0,0.970877426856
0.453835443482,0.00637675177213,0.793132635605,0.0,0.0,0.987775427413
0.391732850318,-0.0599166992162,0.749947185395,0.0,0.0,1.0232370009
0.293140758696,-0.119075777922,0.742911900676,0.0,0.0,1.01953819913
0.813191109664,0.624524044517,-0.659552542618,-0.0,0.0,0.505817936159
0.755399009435,0.60501802028,-0.721730619976,0.0,0.0,0.0294694722167
0.809532645842,-0.199273628304,-0.533334485573,-0.0,-0.0,-0.217553393298
0.713304347657,-0.169802712427,-0.447155704556,0.0,-0.0,-0.136883547806
0.732948694926,-0.209822787191,-0.347677294157,0.0,0.0,-0.143950352312
0.758722253342,-0.241380453031,-0.39947349484,0.0,0.0,-0.147272564997
0.670233344957,-0.175668564733,-0.474853286606,0.0,0.0,-0.0583951711455
0.651405875748,0.586327561707,-0.579476721882,-0.0,0.0,-0.617152667276
0.743172385947,0.542685110958,-0.480121487187,0.0,0.0,-0.528972773563
0.671755235422,0.49052217477,-0.428414658927,0.0,0.0,-0.445522015199
0.579472072022,0.460680085476,-0.334018507862,0.0,0.0,0.0644408840992
0.200293640742,0.817272795654,0.073489768714,0.0,0.0,-0.122085117625
0.189093464281,0.730400878409,0.169209016695,0.0,0.0,-0.0422908128474
-0.191490180844,0.970173535387,-0.366136454902,0.0,0.0,-0.4874145833
-0.220384543119,0.917170970791,-0.384241564895,0.0,0.0,-0.563335754415
