lin_x,lin_y,lin_z,ang_x,ang_y,ang_z
-0.363528110517,0.528283083049,-0.683303252205,-0.0,-0.0,0.960917905248
-0.0613091199152,-0.585287336751,-0.42400839149,-0.0,0.0,-0.0041739208842
0.0320542973339,-0.584714437475,-0.346504181121,-0.0,0.0,-0.0704651264941
-0.0226624916239,-0.506489452492,-0.44081901289,0.0,0.0,-0.0147411728244
0.0279100061373,-0.490692819999,-0.501357833178,0.0,0.0,-0.0785689444566
0.0953559120211,-0.401516951339,-0.512177959422,0.0,0.0,-0.158855569111
0.112927394953,-0.344456518938,-0.443147282971,0.0,0.0,-0.228305236944
0.0578111936473,-0.355126362806,-0.435125453341,0.0,0.0,-0.0655889424637
-0.000435876341468,-0.373584672048,-0.506154736782,0.0,0.0,-0.00197254619294
0.0649167695131,-0.831712256391,0.275531437183,0.0,0.0,0.0661180940932
0.139479482841,-0.743952223719,0.264209166361,0.0,0.0,-0.000463868001523
0.190229675008,-0.777362303001,0.260228764822,0.0,0.0,0.0977590305559
0.24193517325,-0.761290988655,0.335394792631,0.0,0.0,0.047102685064
0.251467239295,-0.432559172604,-0.0637591755388,-0.0,-0.0,0.245877486603
0.39557925538,0.383277331873,-0.645108347613,-0.0,0.0,-0.606308547397
-0.438845728863,0.606341508275,-0.621204829864,0.0,0.0,-0.790860352877
-0.273523674008,-0.897874892077,-0.717711602045,0.0,-0.0,0.0591492934722
0.223038093809,-0.925969678237,0.899656724961,-0.0,0.0,-0.495284801151
-0.552962952516,-0.425385944602,-0.897991417948,-0.0,-0.0,0.613780129348
-0.425080289861,-0.335736597792,0.410018457062,-0.0,0.0,0.247534635554
0.332162771969,0.975827076608,0.693830329334,-0.0,-0.0,0.530848527315
0.661705781415,0.58357230953,-0.236033588503,0.0,-0.0,-0.0408393634041
0.717470353413,0.659000391544,-0.315222125713,0.0,0.0,0.0284013953327
-0.936863137108,0.0738663709739,0.547833044241,-0.0,0.0,-0.660542280087
-0.851192610442,0.000245263190407,0.598542273137,-0.0,0.0,-0.699203450684
0.314006795237,0.294872714498,-0.999931199835,-0.0,0.0,0.305330017026
0.315575121278,0.331923370158,-0.926334490416,0.0,0.0,0.281431329085
0.961579017064,-0.123213729796,-0.388977703079,-0.0,0.0,-0.263868484534
0.991660235868,-0.0540048440046,-0.464208734326,-0.0,0.0,-0.273953354258
0.723712660998,0.578262598091,-0.799576878953,-0.0,-0.0,-0.136346931909
0.800717074879,0.535459925824,-0.732694727688,0.0,-0.0,0.0696781809893
0.182708926004,0.872573819624,0.571950987505,0.0,0.0,-0.955671732063
0.700845153133,-0.333608734777,0.302955113958,0.0,-0.0,0.177173724641
-0.742388704148,0.631455850598,0.92373747195,0.0,0.0,0.0643175048752
-0.728454392889,-0.913024364412,-0.799781574959,0.0,0.0,0.670499363691
-0.658671172575,-0.968081569363,-0.706359691023,0.0,0.0,0.685435185306
-0.636361199143,-1.06425390121,-0.795596109052,0.0,0.0,0.647618187846
-0.638886479252,-1.00532021474,-0.884820607511,0.0,0.0,0.739656358346
-0.628087520865,-1.07499669896,-0.911164180267,0.0,0.0,0.703964436761
